object_type,Cultures/periods,count
table,Han dynasty,1
table,Early Dynastic III,1
table,Early Dynastic,1
bust,Coptic,1
table,2nd Dynasty,1
bust,Aztec,1
table,18th Dynasty,1
symbolstone,Pictish,1
swordscabbardfitting,Romano-British,1
swordpommel,Middle Bronze Age,1
bust,Ancient South Arabian,1
arrow-head,Napatan,1
arrow-head,Middle Bronze Age,1
tablet,Lagash I,1
tablet,Khmer,1
ewer,Romano-British,1
tablet,Islamic,1
ewer,Republic,1
ewer,Post-Medieval,1
tablet,Archaic Greek,1
tablet,Achaemenid,1
table-screen,Republic,1
ewer,New Kingdom,1
table-screen,Qianlong,1
ewer,Middle Minoan III,1
table-knife,Post-Medieval,1
ewer,Liao dynasty,1
tablet,Mughal dynasty,1
ewer,Late Sasanian,1
tablet,Middle Bronze Age,1
tablet,Maya,1
tablet,Longshan culture,1
arrow-head,Pre-Pottery Neolithic B,1
arrow-head,Pottery Neolithic,1
ewer,Kaei Era,1
ewer,Jin dynasty,1
eye-cover,Parthian,1
arrow-head,Old Kingdom,1
eye-cover,Han dynasty,1
arrow-head,Nomad,1
eye-cover,Gaochang kingdom,1
eye-bead,Sasanian,1
tablet,Roman,1
tablet,Republic   ? Published originally as Song Dynasty,1
tablet,Qing dynasty,1
tablet,Proto-Elamite,1
arrow-head,Middle Assyrian,1
eye-bead,Phoenician,1
eye-bead,Mesopotamian,1
arrow-head,Late Roman,1
arrow-head,Late Neolithic,1
arrow-head,Late Mesolithic/Neolithic,1
arrow-head,Late Kofun,1
arrow-head,Late Bronze Age III,1
eye-bead,Late Period,1
eye-bead,Eastern Zhou dynasty,1
ewer,Yongzheng,1
ewer,Third Intermediate,1
tag,Post-Medieval,1
tag,Old Assyrian,1
tag,Early Anglo-Saxon,1
tag,18th Dynasty,1
tachi,Oei Era,1
ewer,Tang dynasty,1
tachi,Bunkyu Era,1
ewer,Southern Song dynasty,1
ewer,Song dynasty,1
tabletcase,Nuzi,1
tabletcase,Neo-Assyrian,1
tabletcase,Mesopotamian,1
tabletcase,Late Babylonian,1
tabletcase,Assyrian,1
tablet,Romano-British,1
tablet,Roman Period,1
arrow-head,Graeco-Roman,1
arrow-head,Folsom,1
fabricator,Iron Age,1
arrow-head,Faiyum Culture,1
arrow-head,Epi-palaeolithic,1
tankard,Cypro-Archaic II,1
fabricator,Eburran,1
tangedarrow-head,Late Bronze Age,1
tangedarrow-head,Early Bronze Age,1
tangedarrow-head,Chalcolithic,1
tally,Romano-British,1
tally,Qing dynasty,1
tally,Ming dynasty,1
tally,Han dynasty,1
talisman,Romano-British,1
takatsuki,Heisei Era,1
tanto,Eiroku Era,1
tankard,Seljuq dynasty,1
tankard,Romano-British,1
fabricator,Early Bronze Age,1
tankard,Late Iron Age,1
tankard,Late Geometric IIb,1
fabricator,Bronze Age,1
eye-stone,Old Babylonian,1
arrow-head,Islamic,1
arrow-head,Iron Age II,1
arrow-head,Iron Age I,1
arrow-head,Indo-Greek,1
arrow-head,Inca,1
eye-stone,Old Assyrian,1
eye-stone,Neo-Assyrian,1
arrow-head,Greek,1
taper-holder,Joseon Dynasty,1
eye-stone,Mesopotamian,1
tap,Romano-British,1
eye-stone,Late Babylonian,1
eye-stone,Kassite,1
tanto,Tensho Era,1
eye-stone,Isin-Larsa,1
tanto,Showa Era,1
tanto,Oei Era,1
eye-cup,Archaic Greek,1
tanto,Momoyama Period,1
burinonabackedblade,Upper Palaeolithic,1
burinonabackedblade,Neolithic,1
tanto,Kamakura Period,1
tanto,Kaei Era,1
tanto,Genroku Era,1
tazza,Meiji Era,1
tazza,Late Kofun,1
tazza,Late Iron Age,1
tazza,Iron Age/Romano-British,1
tazza,Heian Period,1
tattooingequipment,Meiji Era,1
target,Edo Period,1
tare,Edo Period,1
tapestry,Moche,1
tapestry,Lambayeque,1
tapestry,Ica,1
burinonabackedblade,Natufian,1
tapestry,Heisei Era,1
tapestry,Colonial,1
tapestry,Chimu,1
taper-holder,Romano-British,1
tea-cup,Abbasid dynasty,1
tea-caddy,Yongzheng,1
tea-caddy,Post-Medieval,1
fan,Christian,1
tea-bowl,Qing dynasty,1
tea-bowl,Ming dynasty,1
tea-bowl,Kangxi,1
tea-bowl,Kanei Era,1
fan,Bunsei Era,1
tazza,Yuan dynasty,1
tazza,Tang dynasty,1
tazza,Roman,1
tazza,Phung Nguyen,1
tazza,Neolithic,1
tazza,Momoyama Period,1
fan,Bunka Era,1
arrow-head,Classic Maya,1
arrow-head,Christian Period,1
arrow-head,Christian,1
arrow-head,Chincha-Atacama,1
facsimile,Heisei Era,1
arrow-head,Carolingian,1
tea-spatula,Heisei Era,1
tea-set,Edo Period,1
tea-mill,Qing dynasty,1
facejug,Troy II,1
tea-jar,Momoyama Period,1
tea-jar,Joseon Dynasty,1
tea-jar,Heian Period,1
tea-jar,Ayutthaya Period,1
tea-funnel,Qing dynasty,1
tea-cup,Islamic,1
teapot,Post-Medieval,1
teapot,Nomad,1
facejug,Late Medieval,1
teapot,Heisei Era,1
teapot,Early Bronze Age IV,1
teahouse,Showa Era,1
tea-whisk,Heisei Era,1
arrow-head,Edo Period,1
arrow-head,Eastern Zhou dynasty,1
facejug,Early Bronze Age,1
arrow-head,Early Islamic,1
arrow-head,Early Dynastic III,1
arrow-head,Early Bronze Age I,1
fabricator,Upper Palaeolithic,1
fabricator,Prehistoric,1
arrow-head,Cypro-Archaic II,1
temple-relief,Classical Greek,1
fabricator,Middle Bronze Age,1
temple-relief,6th Dynasty,1
temple-relief,4th Dynasty,1
temple-relief,30th Dynasty,1
temple-relief,22nd Dynasty,1
fabricator,Mesolithic,1
temple-relief,17th Dynasty,1
fabricator,Late Neolithic,1
temple-bell,Joseon Dynasty,1
temple-bell,Joo Era,1
temple-bell,Edo Period,1
teapot,Yongzheng,1
teapot,Tongzhi,1
teapot,Showa Era,1
teapot,Qajar dynasty,1
tent-peg,X-Group Culture,1
fan,Ottoman dynasty,1
tent-peg,Early Christian Period,1
tent-peg,26th Dynasty,1
tent,Late Islamic,1
temporal-ring,Nomad,1
temple-vase,Tenmei Era,1
temple-vase,Ming dynasty,1
temple-vase,Kanei Era,1
temple-relief,Second Intermediate,1
temple-relief,Ramesside,1
temple-relief,Napatan,1
fan,Neo-Assyrian,1
fan,Kyowa Era,1
temple-relief,Kushite,1
temple-relief,Graeco-Roman,1
terminal,Late Roman,1
fan,Kushite,1
terminal,Late Christian Period,1
terminal,Late Anglo-Saxon,1
burnisher,Christian,1
terminal,Italic,1
terminal,Germanic,1
terminal,Etruscan,1
terminal,Early Quimbaya,1
terminal,Early Christian Period,1
terminal,Early Byzantine,1
terminal,Classic Christian Period,1
terminal,Christian Period,1
terminal,Christian,1
burnisher,Central America Period V,1
terminal,Anglo-Saxon,1
arrow-head,18th Dynasty,1
arrow-head,11th Dynasty,1
tether,18th Dynasty,1
tessera,Roman Period,1
burnisher,Bronze Age,1
tessera,Early Byzantine,1
tessera,20th Dynasty,1
burnisher,Ancient Egypt,1
terret,Roman,1
terret,Anglo-Saxon,1
terminal,X-Group Culture,1
terminal,Third Intermediate,1
terminal,Serrania de San Jacinto,1
burner,Maya,1
burinonretouchedtruncation,Prehistoric,1
terminal,Middle Bronze Age,1
burinonretouchedtruncation,Mesolithic,1
burinonretouchedtruncation,Late Mesolithic/Neolithic,1
textile,Adena,1
burinonabreak,Natufian,1
burinonabreak,Epi-palaeolithic,1
textile,20th Dynasty,1
textile,19th Dynasty,1
fan-print,Edo Period,1
arrow-head,Asuka Period,1
fan-print,Bunkyu Era,1
arrow-head,Ancient Egypt,1
arrow-head,Akkadian,1
fan-print,Ansei Era,1
arrow-head,Abbasid dynasty,1
arrow-head,26th Dynasty,1
fan-painting,Tenpo Era,1
fan-painting,Qing dynasty,1
fan-painting,Muromachi Period,1
fan-painting,Meiji Era,1
arrow,Late Christian Period,1
arrow,Joseon Dynasty,1
fan-painting,Bunka Era,1
fan-holder,Zhou dynasty,1
textile,Germanic,1
fan-holder,Qing dynasty,1
fan,Taisho Era,1
fan,Showa Era,1
textile,Edo Period,1
textile,Early Medieval,1
textile,Early Intermediate,1
textile,Chuquibamba,1
fan,Post-Medieval,1
fastener,Middle Anglo-Saxon,1
textile,Medieval,1
textile,Late Medieval,1
fastener,Iron Age/Romano-British,1
textile,Joseon Dynasty,1
arrow-case,Middle Kingdom,1
arrow-case,11th Dynasty,1
arrow,X-Group Culture,1
arrow,Second Intermediate,1
arrow,Roman Period,1
arrow,Roman,1
arrow,Persian,1
fastener,Early Dynastic III,1
arrow,Old Kingdom,1
fastener,Avar,1
fastener,Anglo-Saxon,1
arrow,Archaic Period,1
arrow,6th Dynasty,1
arrow,12th Dynasty,1
arrow,11th Dynasty,1
fangding,Shang dynasty,1
armour,Showa Era,1
textile,Provincial Inca,1
fangding,Qing dynasty,1
textile,Old Kingdom,1
textile,Northern Dynasties,1
fan-print,Meiwa Era,1
fan-print,Koka Era,1
ferrule,Kassite,1
ferrule,Eastern Zhou dynasty,1
textile,Middle Kingdom   is later than a,1
ferrule,Christian,1
textile,Showa Era,1
textile,Seljuq dynasty,1
ferrule,Anglo-Saxon,1
textile,Roman Imperial,1
textile,Roman,1
feeder,Roman Imperial,1
feeder,Ming dynasty,1
feeder,Hellenistic,1
arrow,Islamic,1
arrow,Heisei Era,1
arrow,Edo Period,1
feeder,Classical Greek,1
arrow,Early Woodland Period,1
arrow,Early Christian Period,1
arrow,Dilmun,1
arrow,Christian,1
thong,Classic Christian Period,1
thong,Christian Period,1
thong,Celtic,1
thistlebrooch,Celtic,1
federing,Late Medieval,1
thimble,Medieval,1
fauchard,Anglo-Saxon,1
fastener,Post-Medieval,1
theatremask,Edo Period,1
fastener,Neo-Hittite,1
textile,Western Han dynasty,1
textile,Viking,1
textile,Umayyad dynasty,1
textile,Transitional,1
fibula,East Greek,1
textile,Terminal Christian Period,1
throwing-ring,Bronze Age,1
fibula,Early Islamic,1
throne,Mesopotamian,1
throne,Late Period,1
throne,Late Medieval,1
fibula,Archaic Greek,1
fetter,Old Babylonian,1
three-sidedprism,Middle Minoan,1
thread-puller,Late Anglo-Saxon,1
thread-puller,Carolingian,1
thread,Ottoman dynasty,1
ferrule,Shang dynasty,1
thread,Inca,1
thread,Anglo-Saxon,1
ferrule,Sasanian,1
ferrule,Roman Period,1
thumb-ring,Song dynasty,1
thumb-ring,Republic   ? Published originally as Song Dynasty,1
ferrule,Old Babylonian,1
thumb-ring,Qajar dynasty,1
thumb-ring,Parthian,1
thumb-ring,Meroitic,1
thumb-ring,Islamic,1
thumb-ring,Han dynasty,1
thumb-ring,Eastern Zhou dynasty,1
throwing-stick,Prehistoric,1
throwing-stick,Naqada I,1
throwing-stick,Late Christian Period,1
ferrule,Middle Anglo-Saxon,1
throwing-stick,6th Dynasty,1
throwing-stick,20th Dynasty,1
throwing-stick,19th Dynasty,1
armlet,Scythian,1
armlet,Sarmatian,1
armlet,Roman,1
armlet,Qing dynasty,1
ferrule,Mesopotamian,1
ferrule,Merovingian,1
thurible,Late Medieval,1
thurible,Etruscan,1
thumbpot,Roman Iron Age,1
thumbpot,Early Anglo-Saxon,1
fibula,Phoenician,1
fibula,Persian,1
thumbnailendscraper,Late Stone Age,1
thumbnailendscraper,Early Stone Age,1
fibula,Ottoman dynasty,1
thumb-ring,X-Group Culture,1
tile,2nd Dynasty,1
tile,26th Dynasty,1
tile,25th Dynasty,1
fibula,Orientalising Period,1
tile,1st Dynasty,1
fibula,Middle Assyrian,1
fibula,Mesopotamian,1
armour,Meroitic,1
fibula,Late Bronze Age,1
armour,Late Period,1
armour,Islamic,1
armour,Graeco-Roman,1
fibula,Iron Age II,1
armour,26th Dynasty,1
armlet,Volga Bulgar,1
fibula,Hellenistic,1
fibula,Geometric Greek,1
fibula,Etruscan,1
burin,Kebaran,1
tile,Idrisid dynasty,1
tile,Han dynasty,1
burin,Epi-palaeolithic,1
tile,Ghurid dynasty,1
tile,Fatimid dynasty,1
tile,Etruscan,1
tile,Eastern Zhou dynasty,1
tile,Early Anglo-Saxon,1
tile,Bronze Age,1
tile,Anglo-Saxon,1
tile,Ancient Egypt,1
tile,Achaemenid,1
tile,3rd Dynasty,1
tile,Neo-Babylonian Dynasty,1
burin,Aurignacian,1
burial-urn,Neolithic/Bronze Age,1
figure,18th Dynasty  ,1
tile,Mesopotamian,1
armlet,Nomad,1
figure,17th Dynasty,1
figure,12th Dynasty  ,1
armlet,Late Christian Period,1
armlet,Late Babylonian,1
armlet,Islamic,1
armlet,Greek,1
fighting-stick,New Kingdom,1
armlet,Early Islamic,1
armlet,Early Bronze Age,1
tile,Meroitic,1
tinder,Mesolithic,1
tile-stamp,18th Dynasty,1
tile,Western Han dynasty,1
tile,Visigothic,1
tile,Unified Silla Dynasty,1
fieldflask,Merovingian,1
tile,Six Dynasties,1
fibula,Sub-Mycenaean,1
fibula,Samnite,1
tile,Roman Imperial,1
fibula,Roman Period,1
fibula,Ptolemaic,1
tile,Prehistoric,1
tile,Parthian,1
tile,Neolithic/Bronze Age,1
figure,4th Dynasty,1
figure,29th Dynasty,1
figure,27th Dynasty,1
tobacco-pipe,Joseon Dynasty,1
figure,23rd Dynasty,1
tobacco-pipe,Colonial,1
burinonabackedblade,Epi-palaeolithic,1
tobacco-jar,Edo Period,1
tobacco-box,Qing dynasty,1
burinbusque,Upper Palaeolithic,1
title-page,Taisho Era,1
tine,Neolithic/Bronze Age,1
tine,Late Neolithic/Early Bronze Age,1
burin,Upper Palaeolithic,1
burin,Romano-British,1
tine,Bronze Age,1
tinder-box,Colonial,1
burin,Neolithic,1
arm-guard,Mamluk dynasty,1
toggle,Han dynasty,1
burin,Natufian,1
toggle,Early Islamic,1
toggle,Early Dynastic III,1
toggle,Early Cypriot,1
toggle,Early Bronze Age III,1
burin,Middle Palaeolithic,1
toggle,Christian,1
burin,Magdalenian,1
toggle,Achaemenid,1
tobaccosample,Classic Maya,1
tobacco-pouch,Joseon Dynasty,1
tobacco-pipe-case,Edo Period,1
tobacco-pipe,Romano-British,1
burin,Late Mesolithic/Neolithic,1
toggle,Neolithic/Bronze Age,1
toggle,Neo-Assyrian,1
bulla-pendant,Picene,1
toggle,Mesopotamian,1
toggle,Merovingian,1
armlet,Avar,1
armlet,Anglo-Saxon,1
armlet,Ancient South Arabian,1
armlet,Adena,1
armbrustsprossenbrooch,Zemgalian,1
armbrustbrooch,Germanic,1
bulla-pendant,Late Bronze Age,1
arm-ring,Livian,1
bulla-pendant,Iron Age,1
figure,Bunsei Era,1
toilet-set,Qing dynasty,1
toilet-set,New Kingdom,1
figure,Bronze Age,1
figure,Bakun,1
figure,Ayutthaya Period,1
toilet-set,Anglo-Saxon,1
toilet-chest,Joseon Dynasty,1
toilet-case,Mesopotamian,1
toilet-box,New Kingdom,1
toilet-box,Middle Bronze Age IIb,1
toilet-box,Middle Bronze Age II,1
toilet-box,Mesopotamian,1
toilet-box,Coptic,1
toilet-box,26th Dynasty,1
toggle,X-Group Culture,1
toggle,Phoenician,1
token,Early Byzantine,1
token,Early Bronze Age II,1
toiletcosmeticequipment,Predynastic,1
toiletcosmeticequipment,Ottoman dynasty,1
toiletcosmeticequipment,Mycenaean,1
toiletcosmeticequipment,Mesopotamian,1
toiletcosmeticequipment,Late Christian Period,1
toiletcosmeticequipment,Christian,1
toiletcosmeticequipment,Ancient Egypt,1
toilet-toolimplement,Medieval,1
toilet-toolimplement,Iron Age,1
toilet-toolimplement,Hallstatt,1
figure,Archaic Period,1
figure,Apulian,1
figure,Chancay,1
toilet-spoon,Badarian,1
figure,Central America Period VI,1
tomb-painting,19th Dynasty,1
figure,Central America Period V,1
tomb,Romano-British,1
tomb,Qing dynasty,1
tomb,Greek,1
tomahawk,Archaic Period,1
token-mould,Fatimid dynasty,1
token,Ubaid,1
token,Roman Provincial,1
token,Roman Imperial,1
figure,Celtic,1
token,New Kingdom,1
figure,Campanian,1
token,Late Roman,1
token,Islamic,1
tombstone,Attic,1
burial-urn,Inca,1
tomb-relief,Roman Republican,1
burial-urn,Classic Maya,1
burial-cloth,Medieval,1
burial-chest,Roman Imperial,1
tomb-relief,Late Period,1
tomb-relief,Hellenistic,1
bullet-mould,Post-Christian,1
tomb-relief,Christian,1
bullet,Post-Medieval,1
bullet,Ottoman dynasty,1
tomb-painting,Etruscan,1
tomb-painting,Ancient Egypt,1
tomb-painting,6th Dynasty,1
figure,Dynastic,1
tongs,Medieval,1
tongs,Late Period,1
tongs,Late Bronze Age,1
tongs,Iron Age,1
tongs,Edo Period,1
tongs,Anglo-Saxon,1
tombstone,Tulunid dynasty,1
tombstone,Seljuq dynasty,1
figure,Dilmun,1
tombstone,Ottoman dynasty,1
tombstone,Middle Islamic,1
tombstone,Late Roman,1
tombstone,Late Islamic,1
figure,Dali Kingdom,1
figure,Cypro-Geometric III,1
tombstone,Classical Greek,1
architecture,Ptolemaic,1
figure,Cypro-Archaic I,1
figure,Classical World,1
architecture,Napatan,1
architecture,Ming dynasty,1
architecture,Middle Kingdom,1
architecture,Mesopotamian,1
figure,Classic Veracruz,1
tool-rest,Showa Era,1
tool-rest,Post-Medieval,1
tool-rest,Meiji Era,1
figure,Christian Period,1
tool-mould,Iron Age I,1
tool-basket,18th Dynasty,1
figure,Christian,1
tongs,Qing dynasty,1
toolimplement,Ancient Egypt,1
toolimplement,American cultures and periods,1
toolimplement,Adena,1
toolimplement,Acheulian,1
toolimplement,6th Dynasty,1
toolimplement,4th Dynasty,1
toolimplement,18th Dynasty,1
tool-rest,Western Greek,1
figure,Chiriqu鑴欓,1
arm-band,Early Iron Age,1
architrave,Coptic,1
architecture,X-Group Culture,1
architecture,Ubaid,1
architecture,Seljuq dynasty,1
architecture,Romano-British,1
figure,Chimu,1
toolimplement,Finno-Ugrian,1
toolimplement,Final Bronze Age,1
buckle-fitting,Achaemenid,1
toolimplement,Edo Period,1
toolimplement,Eburran,1
buckle,Western Zhou dynasty,1
figure,Eastern Han dynasty  .,1
toolimplement,Early Christian Period,1
figure,Eastern Ganga Dynasty,1
figure,Early Sasanian,1
toolimplement,Dorset,1
toolimplement,Christian Period,1
toolimplement,Chincha-Atacama,1
toolimplement,Aterian,1
toolimplement,Archaic Period,1
toolimplement,Anglo-Saxon,1
architecture,Classic Christian Period,1
architecture,Christian,1
figure,Early Predynastic,1
figure,Early Iron Age,1
architecture,Ancient Egypt,1
toolimplement,Kofun Period,1
figure,Early Cypriot III,1
toolimplement,Indus Valley Civilisation,1
toolimplement,Inca,1
toolimplement,Hyde,1
figure,Early Bronze Age I,1
toolimplement,Hongshan culture,1
toolimplement,Hampshire,1
toolimplement,Hallstatt,1
toolimplement,Graeco-Roman,1
toolimplement,First Intermediate,1
figure,Genroku Era,1
figure,Formative,1
figure,Fatimid dynasty,1
toolimplement,Magdalenian,1
toolimplement,Late Stone Age,1
toolimplement,Late Classic Maya,1
figure,Falasha,1
bulla-pendant,Early Iron Age,1
architecture,Heisei Era,1
bulla-pendant,Early Anglo-Saxon,1
architecture,Fatimid dynasty,1
buildingstructure,Romano-British,1
architecture,Early Dynastic III,1
buildingstructure,Roman,1
buildingstructure,Neolithic/Bronze Age,1
architecture,Colonial,1
architecturalfitting,Late Period,1
architecturalfitting,Etruscan,1
buildingstructure,Iron Age,1
toolimplement,Post-Medieval,1
toolimplement,Post-Classic,1
toolimplement,Pan Grave,1
toolimplement,Olmec,1
toolimplement,Naqada II,1
toolimplement,Naqada I,1
toolimplement,Middle Woodland Period,1
buildingstructure,Anglo-Saxon,1
buckler,Post-Medieval,1
toolimplement,Middle Kingdom,1
buckle-fitting,Late Anglo-Saxon,1
buckle-fitting,Early Byzantine,1
figure,Iron Age II,1
toolimplement,Qajar dynasty,1
toolimplement,Ptolemaic,1
toolimplement,Preclassic Maya,1
architecture,4th Dynasty,1
figure,Ionian,1
architecture,26th Dynasty,1
figure,Inca,1
figure,Huari,1
architecture,15th Dynasty,1
architecture,12th Dynasty,1
figure,Hittite,1
architecturalfitting,New Kingdom,1
architecturalfitting,Neo-Elamite,1
figure,Highland/Atlantic Watershed Period VI,1
architecturalfitting,Ming dynasty,1
figure,Highland/Atlantic Watershed Period V,1
figure,Heian Period,1
torc,Hallstatt A,1
figure,Halaf,1
torc,Coptic,1
torc,11th Dynasty,1
figure,Hakuho Period,1
figure,Gurjara-Pratihara,1
torahbinder,Jewish,1
figure,Guetar,1
tooth-pick,Quimbaya,1
toolimplement-holder,Etruscan,1
toolimplement,Western Zhou dynasty,1
toolimplement,Stone Age,1
toolimplement,Shang dynasty,1
toolimplement,Second Intermediate,1
toolimplement,Roman Period,1
toy,East Greek,1
toy,Early Christian Period,1
toy,Dynastic,1
toy,Coptic,1
toy,Classic Christian Period,1
toy,18th Dynasty,1
towel,Heisei Era,1
torpedojar,Sasanian,1
torch-holder,Ptolemaic,1
torch-holder,Etruscan,1
torch-holder,Cypro-Archaic II,1
torch,Ptolemaic,1
figure,Kandyan,1
torc,Pan Grave,1
torc,Middle Kingdom,1
figure,Kanbun Era,1
tranchetaxeflake,Neolithic,1
tranchetaxeflake,Mesolithic,1
tranchetaxe,Neolithic/Bronze Age,1
tranchetaxe,Mesolithic,1
figure,Joseon Dynasty,1
tranchetaxe,Early Stone Age,1
tranchetaxe,Chalcolithic,1
traction-hook,Roman,1
toy,Western Greek,1
toy,Roman,1
toy,Qing dynasty,1
figure,Jokyo Era,1
figure,Jidle III,1
figure,Jemdet Nasr,1
toy,Mesopotamian,1
buckle,Tang dynasty,1
buckle,Sub-Roman,1
aquamanile,Late Medieval,1
aquamanile,Christian,1
apron,Islamic,1
buckle,Song dynasty,1
buckle,Qing dynasty,1
buckle,Parthian,1
transportamphora,Early Byzantine,1
transportamphora,Cypro-Classical,1
transportamphora,Cypro-Archaic,1
buckle,Middle Kofun,1
transportamphora,Cycladic,1
transportamphora,Attic,1
figure,Late Roman,1
figure,Late Predynastic,1
figure,Late Minoan I,1
figure,Late Helladic III,1
figure,Late Cypriot II,1
transportamphora,Third Intermediate,1
figure,Late Bronze Age,1
transportamphora,Ptolemaic,1
architecturalfitting,25th Dynasty,1
figure,Larsa Dynasty,1
archersloose,Post-Meroitic,1
archersloose,Ottoman dynasty,1
archersloose,Early Christian Period,1
archersloose,Christian Period,1
figure,Lagash II,1
arch,Late Roman,1
arch,Kushan,1
aquamanile,Seljuq dynasty,1
aquamanile,Post-Medieval,1
tray,Han dynasty,1
tray,Graeco-Roman,1
tray,Ancient Egypt,1
trappings,Ottoman dynasty,1
trapeze,Mesolithic,1
trap,Heisei Era,1
trap,Han dynasty,1
figure,Keros-Syros Culture,1
transversescraper,Mesolithic,1
figure,Kanei Era,1
transversescraper,Bronze Age,1
transverseburin,Mesolithic,1
transverseburin,Late Mesolithic/Neolithic,1
transversearrow-head,Prehistoric,1
transversearrow-head,Middle Neolithic,1
transversearrow-head,Mesolithic,1
trial-piece,Celtic,1
trial-piece,Anglo-Saxon,1
trial-piece,18th Dynasty,1
figure,Middle Bronze Age,1
trefoil-mouthoinochoe,Etruscan,1
figure,Middle Assyrian,1
buckle,Late Sasanian,1
tray,Tang dynasty,1
tray,Showa Era,1
tray,Seljuq dynasty,1
tray,Qianlong,1
tray,Post-Medieval,1
tray,Ottoman dynasty,1
tray,Liao dynasty,1
tray,Islamic,1
buckle,Late Period,1
tripod,Yuan dynasty,1
tripod,Western Zhou dynasty,1
tripod,Romano-British,1
buckle,Late Christian Period,1
tripod,Postclassic Maya,1
tripod,Muisca,1
tripod,Mixtec,1
tripod,Iron Age,1
tripod,Etruscan,1
tripod,Colonial,1
figure,Northern Song dynasty,1
tribrach,Neolithic,1
trial-piece,Viking,1
figure,Northern Qi dynasty,1
trial-piece,Ptolemaic,1
trial-piece,Late Anglo-Saxon,1
antefix,Italic,1
figure,Neolithic  ,1
tripodpyxis,Late Corinthian,1
tripodpyxis,Attic,1
tripod-pitcher,Post-Medieval,1
figure,Neolithic,1
tripod-lebes,Etruscan,1
tripod-bowl,Zapotec,1
tripod-bowl,Talamancan,1
tripod-bowl,Mogollon,1
tripod-bowl,Late Helladic IIIA2,1
tripod-bowl,Jalisco,1
tripod-bowl,Etruscan,1
tripod-bowl,Chiriqu鑴欓,1
tripod-bowl,Aztec,1
tripod-bowl,Achaemenid,1
triptych,Medieval,1
figure,Neo-Hittite,1
tripodstand,Qing dynasty,1
figure,Nayaka,1
figure,Naqada III,1
apron,Buddhist,1
figure,Naqada,1
applicator,Tylos,1
applicator,Sasanian,1
applicator,Neo-Assyrian,1
figure,Napatan,1
figure,Mixtec,1
anvil,Romano-British,1
anvil,Middle Bronze Age,1
buckle,Achaemenid,1
bucket,Song dynasty,1
trough,Mesopotamian,1
trough,Late Uruk,1
trough,Iron Age/Romano-British,1
trough,Iron Age II,1
trough,Iron Age,1
trough,Akkadian,1
trivet,Romano-British,1
figure,Pre-Angkor,1
trisula,Chola,1
triptychprint,Showa Era,1
triptychprint,Manen Era,1
figure,Peoples Republic of China,1
triptychprint,Horeki Era,1
triptychprint,Bunkyu Era,1
triptychprint,Anei Era,1
figure,Paramara,1
figure,Pan Grave,1
truncatedbackedblade,Chalcolithic,1
truncated-facettedflake,Middle Palaeolithic,1
figure,Palmyrene,1
figure,Orientalising Period,1
figure,Olmec,1
trumpet,Late Bronze Age,1
trumpet,Etruscan,1
figure,Northern Wei dynasty,1
trulla,Roman,1
trousers,Qing dynasty,1
trousers,Persian,1
trousers,Islamic,1
figure,Republic,1
trough,Neolithic,1
trough,Neo-Assyrian,1
figure,Qianlong,1
anklet,Iron Age II,1
figure,Qatabanian,1
figure,Pre-Columbian,1
anklet,Badarian,1
truncatedblade,Neolithic/Bronze Age,1
buckle,Frankish,1
buckle,Etruscan,1
truncatedblade,Late Mesolithic/Neolithic,1
truncatedblade,Kebaran,1
truncatedblade,Bronze Age,1
buckle,Eastern Zhou dynasty,1
truncatedbackedbladelet,Pre-Pottery Neolithic B,1
truncatedbackedbladelet,Natufian,1
truncatedbackedbladelet,Kebaran,1
truncatedbackedblade,Neolithic,1
buckle,Colonial,1
tsuba,Koka Era,1
tsuba,Kofun Period,1
tsuba,Bunkyu Era,1
buckle,Classic Christian Period,1
buckle,Christian,1
antefix,Etrusco-Campanian,1
buckle,Celtic,1
antefix,Archaic Greek,1
annularbrooch,Middle Anglo-Saxon,1
annularbrooch,Medieval,1
annularbrooch,Early Anglo-Saxon,1
anklet,Pan Grave,1
anklet,Old Babylonian,1
anklet,Neolithic,1
buckle,Avar,1
tube,Late Babylonian,1
figure,Samnite,1
tube,Iron Age II,1
bucket,Six Dynasties,1
bucket,Seljuq dynasty,1
bucket,Post-Christian,1
bucket,Medieval,1
tube,Early Islamic,1
tube,Early Bronze Age II,1
tube,Chimu,1
bucket,Mamluk dynasty,1
tub,Phoenician,1
tub,Neo-Assyrian,1
tsuki,Heian Period,1
tsuba,Tenpo Era,1
bucket,Islamic,1
bucket,Ilkhanid dynasty,1
turban,Islamic,1
bucket,Hallstatt D,1
bucket,Graeco-Roman,1
tube,Western Zhou dynasty,1
tube,Shang dynasty,1
tube,Sasanian,1
tube,Romano-British,1
tube,Roman,1
tube,Qing dynasty,1
tube,Phoenician,1
tube,Orientalising Period,1
tube,Ming dynasty,1
bucket,Ghaznavid dynasty,1
figure,Roman Republican,1
tube,Late Bronze Age,1
tweezers,Qajar dynasty,1
figure,Unified Silla Dynasty,1
tweezers,Middle Anglo-Saxon,1
tweezers,Mesopotamian,1
tweezers,Merovingian,1
tweezers,Medieval,1
tweezers,Islamic,1
tweezers,Iron Age,1
tweezers,Inca,1
figure,Umbrian,1
figure,Tylos,1
tweezers,Early Anglo-Saxon,1
tweezers,Classic Maya,1
tweezers,Bronze Age,1
tweezers,Anglo-Saxon,1
